node	file	split	source	url	licence	licence_receipt	parent	title	sha256	bytes	band	role	src1	src2	cut_end	cut_k	cut_span	share	glue_order	paras	runes
johor-malay	excerpt-148.txt	exam	FineWiki (Wikipedia)	https://ms.wikipedia.org/wiki/Pertubuhan_Pendidikan,_Sains_dan_Kebudayaan_PBB	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q7809.md	Pertubuhan Pendidikan, Sains dan Kebudayaan PBB	79e9162fb0639f731f2f76a6a7df85e2b08da1b6a36068b80233e05ce787fee9	1755	m	keep	excerpt-148.txt							5	1636
johor-malay	excerpt-149.txt	exam	FineWiki (Wikipedia)	https://ms.wikipedia.org/wiki/Pertubuhan_Pendidikan,_Sains_dan_Kebudayaan_PBB	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q7809.md	Pertubuhan Pendidikan, Sains dan Kebudayaan PBB	fc6ae36026950cdbe7278de83f914ed0b46e127b33a770f7bafd28aa12bccd97	3280	l	receiver	excerpt-149.txt	excerpt-107.txt	tail	1	4-4	0.3187	remainder	6	3096
johor-malay	excerpt-150.txt	exam	FineWiki (Wikipedia)	https://ms.wikipedia.org/wiki/Negara_(politik)	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q7275.md	Negara (politik)	71071ba65be2eaac4333b3fe16ae1bff73f2a598bd9282ccd025c39ad6b395bf	2116	m	keep	excerpt-150.txt							5	2042
valletta-maltese	excerpt-001.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Vande_Mataram	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	P3674.md	Vande Mataram	1f760e2ccab9dfa84193b32bf0ed96d908ce0822886e57da7c6c1465bba63ce2	3277	l	receiver	excerpt-001.txt	excerpt-073.txt	head	1	1-1	0.1884	remainder	14	2950
valletta-maltese	excerpt-002.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Sa%C4%A7ara	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q6583.md	Saħara	811b2ed0bbf59ba6f1762c20267453776e01944b4792ff8ab76c0cfb3e3a975b	1950	m	keep	excerpt-002.txt							6	1775
valletta-maltese	excerpt-003.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Sa%C4%A7ara	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q6583.md	Saħara	315ac4a3e48d4af6277ac1069b688663d461b80264d86f1b7a826ddfcf2cf77b	403	s	donor	excerpt-003.txt		head	2	1-2	0.2289		2	375
valletta-maltese	excerpt-004.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Tirana	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q19689.md	Tirana	021b91a38e8bc33f657b95a45b4f266824e3d6d907c6b233d03760c46d356312	458	s	donor	excerpt-004.txt		tail	1	5-5	0.2632		1	408
valletta-maltese	excerpt-005.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Tirana	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q19689.md	Tirana	8233e6120411851db5922c4fa58636833a85eb0498c88991dcaa7ce33705af01	1642	m	keep	excerpt-005.txt							3	1530
valletta-maltese	excerpt-006.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Trevor_%C5%BBahra	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	P1315.md	Trevor Żahra	f432dd435708c70f3156b46ab959ed7abf167bb0a7b6b6829385b9d36de5276c	3286	l	receiver	excerpt-006.txt	excerpt-072.txt	head	2	1-2	0.4376	receiver	7	2998
valletta-maltese	excerpt-007.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/%C4%A6ajt_il-Kbir_ta%C4%8B-%C4%8Aina	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q12501.md	Ħajt il-Kbir taċ-Ċina	dd5dab744dfb01208cb4c5c09d4527f5899bebcaef845cafaed7183f5257f8e0	819	s	donor	excerpt-007.txt		head	1	1-1	0.3650		1	710
valletta-maltese	excerpt-008.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/%C4%A6ajt_il-Kbir_ta%C4%8B-%C4%8Aina	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q12501.md	Ħajt il-Kbir taċ-Ċina	ed3e1c56c75d79e085fc94ac6c6cdd105fadd96e4942e70fd5942b4d65899361	2023	m	keep	excerpt-008.txt							3	1754
valletta-maltese	excerpt-009.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Armenja	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q399.md	Armenja	1c282ae5405db18b9b110d6bb0e8c7bfd497f7cd8acae01b52154afc6d2c1d66	1750	m	keep	excerpt-009.txt							6	1578
valletta-maltese	excerpt-010.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Karl_Weierstrass	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q57103.md	Karl Weierstrass	05472c8452b1fb0ddea2ec837da8f2a44f4b1c2bb403519b16952d78e880d214	3082	l	receiver	excerpt-010.txt	excerpt-079.txt	head	2	1-2	0.3600	receiver	7	2846
valletta-maltese	excerpt-011.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Karl_Weierstrass	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q57103.md	Karl Weierstrass	2fbd5fe3e245f3b75f5ecd3b9d2bdc45f28f1b0b7b62c275a08350ecefad7b09	1927	m	keep	excerpt-011.txt							5	1773
valletta-maltese	excerpt-012.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Giuseppe_Verdi	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q7317.md	Giuseppe Verdi	986d7f9171b727c65ba780aeaefc29a878f13bac1631d467f9fc4da99db377eb	1764	m	keep	excerpt-012.txt							4	1620
valletta-maltese	excerpt-013.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Canaletto	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q182664.md	Canaletto	59efe88a1974a46fa1e1ec78817e1a192019006d3da78ec2baef68ea9be7233b	3166	l	receiver	excerpt-013.txt	excerpt-090.txt	head	2	1-2	0.2866	receiver	13	2888
valletta-maltese	excerpt-014.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Preistorja	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q11756.md	Preistorja	cd63e354485cb6bf43a7c0ae03b0641c2594b9bd5578b2bf03a954af852ad834	2132	m	keep	excerpt-014.txt							3	1964
valletta-maltese	excerpt-015.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Tumas_Dingli	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	P3446.md	Tumas Dingli	f943201973a2b6bf77dfcb4b2158f48d592c4a64a15ff1a898b482649633acd5	1809	m	keep	excerpt-015.txt							5	1649
valletta-maltese	excerpt-016.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Papa_Pawlu_VI	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q16975.md	Papa Pawlu VI	c7d53eff95e4bcc2d716f4829376ccfc070f4135245a543284613008e5f888e1	3637	l	receiver	excerpt-016.txt	excerpt-043.txt	tail	1	3-3	0.3624	remainder	7	3255
valletta-maltese	excerpt-017.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Papa_Pawlu_VI	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q16975.md	Papa Pawlu VI	ad505136ba93b40327029b7342b1654df2cba4e650763996ffa5956af6934a95	1763	m	keep	excerpt-017.txt							2	1583
valletta-maltese	excerpt-018.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Bra%C5%BCil	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q155.md	Brażil	0cacbc24a2cc0430474170540844e40191312f135ecf731000efaca4f45fab0c	1739	m	keep	excerpt-018.txt							3	1584
valletta-maltese	excerpt-019.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Belt_ta%27_New_York	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q60.md	Belt ta' New York	3dda4156af5afdd6546afcf748ff8a4f7ed68990dd3f06996c9a91680dce2b7b	1328	s	donor	excerpt-019.txt		head	1	1-1	0.5717		1	1227
valletta-maltese	excerpt-020.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Belt_ta%27_New_York	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q60.md	Belt ta' New York	4ed4cba4b9d8185a3b1659bf007c8ffff1a9536f2feead2163ed5ebe7272bfcd	4673	l	receiver	excerpt-020.txt	excerpt-098.txt	tail	1	5-5	0.2830	remainder	6	4240
valletta-maltese	excerpt-021.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Funzjonijiet_(matematika)	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q11348.md	Funzjonijiet (matematika)	09257243fc575df6ffcd355f6aee06381dcda9eb03f900da55c8848f8c678748	3267	l	receiver	excerpt-021.txt	excerpt-060.txt	tail	1	5-5	0.2766	remainder	17	3018
valletta-maltese	excerpt-022.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Funzjonijiet_(matematika)	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q11348.md	Funzjonijiet (matematika)	f0ceba3d5e6f983edd2d2e408291391cc24b2bcd62232b8c15c7f7ec19886685	2947	l	receiver	excerpt-022.txt	excerpt-088.txt	head	2	1-2	0.3773	remainder	12	2638
valletta-maltese	excerpt-023.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Johann_Wolfgang_von_Goethe	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q5879.md	Johann Wolfgang von Goethe	a0d842bf8fc42966493d0e3ae950add9ba2af1a168248f4c9f52fe846412940b	1932	m	keep	excerpt-023.txt							5	1717
valletta-maltese	excerpt-024.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Johann_Wolfgang_von_Goethe	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q5879.md	Johann Wolfgang von Goethe	500b9d80f636b5d7aac53f309864b3eb6b47acd214b55a9afbd6c2cda53bd35a	2058	m	keep	excerpt-024.txt							4	1864
valletta-maltese	excerpt-025.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Kemmun	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q132624.md	Kemmun	f884ab38201d1f72c5332c8ba6634550efa2232d55489e9cd0df8fdde2e8db50	1868	m	keep	excerpt-025.txt							5	1704
valletta-maltese	excerpt-026.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Kemmun	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q132624.md	Kemmun	3f1fc667f4353e92841cfd2ebe9829da8ecd3169f6b4f28a48d8200ca71b5686	520	s	donor	excerpt-026.txt		head	2	1-2	0.2864		2	482
valletta-maltese	excerpt-027.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Partit_Nazzjonalista_(Malta)	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	P2580.md	Partit Nazzjonalista (Malta)	41a67db1a153614ff09a9f054e29b61695add7f99801840905df9e96a32b15e8	364	s	donor	excerpt-027.txt		head	1	1-1	0.2128		1	347
valletta-maltese	excerpt-028.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Partit_Nazzjonalista_(Malta)	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	P2580.md	Partit Nazzjonalista (Malta)	8ee69da5950d119bdffd33a5753d0eac04309ba457641605ecfb3160bbb30d45	1653	m	keep	excerpt-028.txt							3	1545
valletta-maltese	excerpt-029.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Narendra_Modi	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q1058.md	Narendra Modi	9a9c00654029ab60fc5500c0e88506b86fa28f58ee311550ea854022605042c2	439	s	donor	excerpt-029.txt		tail	1	5-5	0.2348		1	391
valletta-maltese	excerpt-030.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Narendra_Modi	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q1058.md	Narendra Modi	57466858336e53e57cd09a65a399b4141989eb35fd6e6ba5f529775029018bae	3497	l	receiver	excerpt-030.txt	excerpt-099.txt	tail	2	3-4	0.4184	remainder	7	3141
valletta-maltese	excerpt-031.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Dritt_Internazzjonali	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q4394526.md	Dritt Internazzjonali	18a897714eb35cf352322f74c6e0c9bd0984b2a3e8837739e05a932582bc9d0e	2843	l	receiver	excerpt-031.txt	excerpt-095.txt	tail	1	3-3	0.5910	remainder	7	2654
valletta-maltese	excerpt-032.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Jeddah	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q374365.md	Jeddah	8584c263d54499e3ebf2ec869987c05e1edce04fe777e41cff202d6072b295af	3307	l	receiver	excerpt-032.txt	excerpt-004.txt	tail	1	5-5	0.2632	receiver	7	2942
valletta-maltese	excerpt-033.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Jeddah	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q374365.md	Jeddah	64db4e0db01122aa30d3833b5fe5c52d5c749fc4668ba18d39cd945cfcf70bdc	403	s	donor	excerpt-033.txt		tail	2	5-6	0.2532		2	380
valletta-maltese	excerpt-034.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/%C4%A0ove_(pjaneta)	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q319.md	Ġove (pjaneta)	def3d46fe922c3e81fd54639c4769c5409b38dad5d110969f6b4374f23b9ea43	1761	m	keep	excerpt-034.txt							3	1595
valletta-maltese	excerpt-035.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/%C4%A0ove_(pjaneta)	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q319.md	Ġove (pjaneta)	75be273e5f5c34ceebe3651af7a4db87773a38f35e6be616755265e2d9b837a2	1733	m	keep	excerpt-035.txt							6	1533
valletta-maltese	excerpt-036.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Edwin_Hubble	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q43027.md	Edwin Hubble	f7f4c72d5afd08cccdd6d7c817b3ab8d529c432d995ddbce52af94f8204d3e4c	905	s	donor	excerpt-036.txt		tail	1	5-5	0.3700		1	825
valletta-maltese	excerpt-037.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Edwin_Hubble	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q43027.md	Edwin Hubble	f77cc2a4570117b6b0bfa4c8c97c0d9ec9122d85227606a7482f0324e4a705e2	645	s	donor	excerpt-037.txt		head	1	1-1	0.2763		1	612
valletta-maltese	excerpt-038.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Ginea	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q1006.md	Ginea	6135d3b9b6137ea662ccff938cc4255675037debf6acf61caa656d2b7abee6b5	3061	l	receiver	excerpt-038.txt	excerpt-080.txt	head	3	1-3	0.2035	receiver	11	2827
valletta-maltese	excerpt-039.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Kiev	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q1899.md	Kiev	4a5765835f53804fe293dcff6748e32f37a36a2ab9cd448d807329dc883b1ec3	3396	l	receiver	excerpt-039.txt	excerpt-062.txt	head	3	1-3	0.2946	receiver	25	2876
valletta-maltese	excerpt-040.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Kiev	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q1899.md	Kiev	ad2f865fd969f047a6ce3be4fbc1e7352d252c40889cb43d81d5461a05b85b7c	2952	l	receiver	excerpt-040.txt	excerpt-026.txt	head	2	1-2	0.2864	receiver	9	2699
valletta-maltese	excerpt-041.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Imperu_Ruman	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q2277.md	Imperu Ruman	fa36d2c1d14c55f4dcfd93581ee4412f7b5af081134ce9f28f648a9c98fb5fbb	1753	m	keep	excerpt-041.txt							4	1633
valletta-maltese	excerpt-042.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Antonio_Vivaldi	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q1340.md	Antonio Vivaldi	6cc7c2925cfa17b4b77b917e77c30a24704e6b374333b07b3e28ff206820e1a9	878	s	donor	excerpt-042.txt		tail	1	4-4	0.5066		1	812
valletta-maltese	excerpt-043.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Antonio_Vivaldi	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q1340.md	Antonio Vivaldi	c3a0bd2f584fdde1ab132d944fe2693d3e3e1db2fa96aeaa2877ae7b3b6b547e	1048	s	donor	excerpt-043.txt		tail	1	3-3	0.3624		1	828
valletta-maltese	excerpt-044.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Carmelo_Caruana	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	P3409.md	Carmelo Caruana	7646081832c9637a9cb2ccc1350d9a13935e634dd0ff88dec2d3453840a042be	304	s	donor	excerpt-044.txt		head	1	1-1	0.1493		1	260
valletta-maltese	excerpt-045.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Carmelo_Caruana	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	P3409.md	Carmelo Caruana	ec2659165b4b80d37097b649d1a43e5d79353d9d43e6ae3fd0381846a9f6cb04	949	s	donor	excerpt-045.txt		head	1	1-1	0.4585		1	870
valletta-maltese	excerpt-046.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Frott	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q3314483.md	Frott	1bfe2f071ea5de842bd3386003c732f1289b3a55f1363050c5cb466dace79ff4	3377	l	receiver	excerpt-046.txt	excerpt-007.txt	head	1	1-1	0.3650	remainder	6	3082
valletta-maltese	excerpt-047.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Frott	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q3314483.md	Frott	8cb78558bd3cff15481ae166e0a69567b505f8752b259ebfcba8064d6d7aaa8f	3526	l	receiver	excerpt-047.txt	excerpt-045.txt	head	1	1-1	0.4585	remainder	7	3255
valletta-maltese	excerpt-048.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Papah%C4%81naumoku%C4%81kea	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q787425.md	Papahānaumokuākea	20be3476d28f26f8698a435fb00bdd36aaa388034fce2c98c17c8407ec108227	2193	m	keep	excerpt-048.txt							3	1977
valletta-maltese	excerpt-049.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Papah%C4%81naumoku%C4%81kea	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q787425.md	Papahānaumokuākea	2764754fb3a3549583b711460ef31d3dc6b6b3defb751b20436e27118f0363af	2055	m	keep	excerpt-049.txt							4	1841
valletta-maltese	excerpt-050.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Al%C4%A1erija	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q262.md	Alġerija	91a1e4e5bcf082852133f530f5a81cbb01d97ae8e812d42d2609d7d46b258c9e	331	s	donor	excerpt-050.txt		tail	1	3-3	0.1731		1	310
valletta-maltese	excerpt-051.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Al%C4%A1erija	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q262.md	Alġerija	880f684ced163deb967064a23bf7937342db17a6fd98b09de2e7a983c054a134	3319	l	receiver	excerpt-051.txt	excerpt-067.txt	head	2	1-2	0.3441	remainder	7	2957
valletta-maltese	excerpt-052.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Mona_Lisa	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q12418.md	Mona Lisa	be4d5a92cdeb927a45c34fd01165787625ca4b1f5a4a004c480cc4d5dfd6609c	1778	m	keep	excerpt-052.txt							3	1639
valletta-maltese	excerpt-053.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Mona_Lisa	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q12418.md	Mona Lisa	bd4bc6dfaddca42c656df85da93bca75adaffe8a21b6de8ccc0ba8500979fe84	2320	m	keep	excerpt-053.txt							5	2149
valletta-maltese	excerpt-054.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Pornografija	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q291.md	Pornografija	e33c6989c7885b2b05b85c9915bc532d7e5f0b0e94f828cd610a57a0a90c3495	4345	l	receiver	excerpt-054.txt	excerpt-027.txt	head	1	1-1	0.2128	remainder	7	4085
valletta-maltese	excerpt-055.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Kristjane%C5%BCmu	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q5043.md	Kristjaneżmu	724a3b333b2803bafbca1f81691768ccbfda523468f46c9b24ab612d7bbf6b66	1624	m	keep	excerpt-055.txt							5	1508
valletta-maltese	excerpt-056.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Kristjane%C5%BCmu	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q5043.md	Kristjaneżmu	ba52564eb5e63a82c3aada574d5a2bed565a5e41549215f16a48c3467897b767	481	s	donor	excerpt-056.txt		tail	6	18-23	0.2936		6	445
valletta-maltese	excerpt-057.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Tuberkulo%C5%BCi	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q12204.md	Tuberkulożi	59cd138e4891f4e6c8bc8b3388a381eb651a811d3325ef107cb454e2f38c6923	1924	m	keep	excerpt-057.txt							4	1777
valletta-maltese	excerpt-058.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Ewro	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q4916.md	Ewro	39509370c20456a4456fc2d9259fbda870efc636656f949e60dc1b080181b97f	3402	l	receiver	excerpt-058.txt	excerpt-037.txt	head	1	1-1	0.2763	receiver	19	3120
valletta-maltese	excerpt-059.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Ewro	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q4916.md	Ewro	afc7d7999d76d62aec95d0c1c27f308720f66770afb923b280328c284c42ac4d	1909	m	keep	excerpt-059.txt							20	1529
valletta-maltese	excerpt-060.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Blogg	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q30849.md	Blogg	de58eda11db88077bd9a9a5b3826646464d4a5497ed651a7cf98b424a650e716	608	s	donor	excerpt-060.txt		tail	1	5-5	0.2766		1	570
valletta-maltese	excerpt-061.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Blogg	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q30849.md	Blogg	6b4fd942cf3876a33f5b0f24417059003bd6a50338f50725c72ba7f2296f1c86	362	s	donor	excerpt-061.txt		tail	4	3-6	0.2225		4	341
valletta-maltese	excerpt-062.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Lingwa_Ukrena	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q8798.md	Lingwa Ukrena	e94bc088c8ba6e5f4269c36a2d31971726bdeba2d0ed52b6c336b5e58aada6d4	553	s	donor	excerpt-062.txt		head	3	1-3	0.2946		3	460
valletta-maltese	excerpt-063.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Canaletto	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q182664.md	Canaletto	3e83b321728fcc74b60a741e30bc0561a1317969d5a1e9d646c7dde5591010cf	3348	l	receiver	excerpt-063.txt	excerpt-003.txt	head	2	1-2	0.2289	remainder	10	3058
valletta-maltese	excerpt-064.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/El_Escorial	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q28471.md	El Escorial	eef4f78f1f37c586633a7c2651779c51de03898dc28a2b1fa29cde10dc91dac0	2103	m	keep	excerpt-064.txt							3	1935
valletta-maltese	excerpt-065.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/El_Escorial	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q28471.md	El Escorial	0e9847d565e5f8e970fc86fa4383f6e6cd09c679f53c9578c46e835a62a51f8e	2192	m	keep	excerpt-065.txt							4	1964
valletta-maltese	excerpt-066.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Uxmal	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q213232.md	Uxmal	a29c7327a1553ad28e4ab7bf4f18d8b796e56ad2ab0da57ccabca07b4b2b9b7b	3485	l	receiver	excerpt-066.txt	excerpt-044.txt	head	1	1-1	0.1493	receiver	5	3232
valletta-maltese	excerpt-067.txt	compile	FineWiki (Wikipedia)	https://mt.wikipedia.org/wiki/Uxmal	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q213232.md	Uxmal	14f2e30156ca7c2c5b8f18bba26a897500eb9a921df72803daab090a7adb54ca	681	s	donor	excerpt-067.txt		head	2	1-2	0.3441		2	621
